state_name,district_name,crop_year,season,crop,area_,production_,yield,temperature,temp_max_daily,temp_min_daily,precipitation,precipitation_sum_daily,sunshine_duration_daily,soil_temp_0cm,soil_temp_6cm,soil_moisture_0_1cm,soil_moisture_3_9cm,data_source,district_name_encoded,season_encoded
Uttar Pradesh,Hardoi,2002,Kharif,Bajra,51107.97771919259,82363.54307321979,1.305061152360349,23.249019299433275,24.762609513387016,7.84266691694021,1.4896066106935506,6.044975335826523,22085.10695843762,19.25196208367828,32.77726706974568,0.15844309559612466,0.027541998068319223,synthetic,35.0,0.0
Uttar Pradesh,Rae Bareli,1997,Kharif,Bajra,4388.4657953443475,0.1,1.8319882616654672,25.89912135335549,38.39943297489815,13.367493506261262,0.0,2.7867471956299217,22420.082534090234,21.907380599093838,21.258194494980096,0.0989945390042212,0.23406340648291937,synthetic,60.0,0.0
Uttar Pradesh,Rae Bareli,1997,Kharif,Bajra,2987.0,3293.0,1.1024439236692334,36.609148862360335,22.396691999480506,18.960109355116725,0.7804533221334178,3.908098617061458,35880.76675167832,34.464614530567566,33.60644583698635,0.21452436494712784,0.20093993733671917,real,,
Uttar Pradesh,Auraiya,2005,Kharif,Bajra,112448.22263136478,166430.32340722234,1.578221543889835,12.283786493193551,43.26496736227528,26.875349832274612,0.63139322511192,6.0460935059117205,13519.60744048426,26.03804415019145,19.761754686163663,0.025000068441481473,0.16795840237799858,synthetic,6.0,0.0
Uttar Pradesh,Sant Ravidas Nagar,2013,Kharif,Bajra,1.0,0.1,2.306849800645843,23.439239840808092,44.914602334819406,17.6036887648974,0.6302439768561127,6.49816818000934,34297.88649293512,33.579571880092004,35.58670288648801,0.21924940267052817,0.23309606577130784,synthetic,65.0,0.0
Uttar Pradesh,Sant Kabeer Nagar,2013,Kharif,Bajra,1.0,7660.573693471819,0.8315602338415541,39.765271526231984,38.475039328234416,13.317052856501832,0.0,2.5426362464871013,51131.438967509675,17.459318186043795,33.73889447331105,0.30371555942964695,0.2612896182111955,synthetic,64.0,0.0
Uttar Pradesh,Etawah,2000,Kharif,Bajra,12182.956240609325,0.1,2.3068988072346577,16.40912363048621,35.24300418330152,13.206008117510294,1.0094437840265904,3.0788566194251654,23483.021304159098,22.342776996123625,38.206188991459804,0.0843037423070681,0.19831993469846051,synthetic,23.0,0.0
Uttar Pradesh,Shahjahanpur,1998,Kharif,Bajra,1.0,31814.998330373484,1.4907029562672707,27.628399861714747,33.022584394009,9.555372080254537,0.6784225970960638,8.716309655224725,34424.8672623795,22.560538612704562,30.60153383653516,0.06562786692597641,0.30249772952640996,synthetic,66.0,0.0
Uttar Pradesh,Meerut,1998,Kharif,Bajra,51543.849874021966,13590.731021805124,0.7727204134956773,21.426812635756864,26.95555385340963,14.006243103828165,0.04320745118478424,1.8963142407086724,44196.51507284334,20.842563277861103,19.44391779753607,0.1017509866529519,0.05618222388319537,synthetic,54.0,0.0
Uttar Pradesh,Etah,2010,Kharif,Bajra,40510.0,77885.0,1.9226117008146137,23.89388559063052,38.47243578038938,17.132887975706893,0.3921981680466185,5.131330476413775,27747.373575086465,28.757826581050818,33.506966250942355,0.10889916510069528,0.20859105274060297,real,,
Uttar Pradesh,Agra,2003,Kharif,Bajra,33727.68406803187,24902.617079505086,1.1967646937377312,24.369808655297394,32.41683699172578,23.332628204379052,2.285957905186898,6.563660095229,32478.407349026103,20.190848815097844,21.89726509686624,0.16773164807968638,0.13975664891336317,synthetic,0.0,0.0
Uttar Pradesh,Farrukhabad,2008,Kharif,Bajra,1.0,19406.377876013128,1.184571406433548,23.359090490949953,33.220757188871275,21.493389277391138,0.1956808370141238,4.2393634080265175,15321.079591403168,15.313852608406249,22.186993406291364,0.24522836300774184,0.18135719815170598,synthetic,25.0,0.0
Uttar Pradesh,Kannauj,2013,Kharif,Bajra,1.0,0.1,2.1280060885502046,22.651401058132965,37.37364582551134,35.0,0.6298482316066168,15.052978283395854,43858.43879629727,21.40152820636341,28.450453638898136,0.24847174616826698,0.18716860685311665,synthetic,40.0,0.0
Uttar Pradesh,Etawah,1997,Kharif,Bajra,1.0,0.1,0.9161741647279856,22.54562185484458,45.375779529124316,19.98117133431567,0.37230918972835425,9.109149792152886,8757.638912931883,22.250818025394032,26.545895361550087,0.14420797699538151,0.20322966039018414,synthetic,23.0,0.0
Uttar Pradesh,Pilibhit,2006,Kharif,Bajra,13519.240290176618,25446.771527035595,1.550750814176477,22.423042056271953,31.531430752939674,21.54285925837891,1.0586951439867043,0.7945775945718405,45887.61296499555,22.630595374984292,26.033490809075296,0.07431477605957626,0.12345330798603174,synthetic,58.0,0.0
Uttar Pradesh,Sant Ravidas Nagar,2007,Kharif,Bajra,9012.0,7541.0,0.8367731913004882,30.662015483643803,32.305217124607175,16.76484341471796,0.3198198362902108,14.052799749950028,34391.50133700418,21.875223884434526,30.162906215358905,0.14688924547951338,0.1388489234222171,real,,
Uttar Pradesh,Chandauli,2004,Kharif,Bajra,3222.5266885365477,4302.428894903965,1.5482269518980747,10.753084934314355,41.24977033978429,22.079328598749157,0.3315314645374787,17.40540510628414,23246.706828893086,31.716586188216436,13.098953699447195,0.08650496401034953,0.10334238261182492,synthetic,19.0,0.0
Uttar Pradesh,Firozabad,2007,Kharif,Bajra,66427.0,119575.0,1.800096346365183,15.097476009385208,38.69691621756209,12.11300681316191,0.3525004858945725,6.076766708209424,30550.029360333745,18.123697287881868,25.2850136467905,0.032351066201801025,0.20579363752304555,real,,
Uttar Pradesh,Mahoba,2011,Kharif,Bajra,4222.597160825534,6364.204397371998,0.781363568801848,37.638111399940705,40.02615330472236,13.39172202753073,1.3124759857175405,7.87798150178173,42311.05833913534,29.238557798621144,18.235219963489335,0.260138564449454,0.09510057627123177,synthetic,50.0,0.0
Uttar Pradesh,Ghaziabad,2004,Kharif,Bajra,1.0,0.1,1.6303364615683436,21.28482097811585,48.0,24.54688260505407,1.8569205153679376,8.76631394485132,31136.010763076476,24.460945553605146,18.001201055000283,0.18645051348652633,0.03748992113644356,synthetic,29.0,0.0
Uttar Pradesh,Bijnor,2011,Kharif,Bajra,130713.21081863383,234985.22248445384,2.0875962869225075,19.230243014596898,30.413919943282863,21.677466890170983,1.670632050582217,12.609306337688361,52945.16040871834,23.839255599287917,16.69656837976825,0.09088762726054102,0.14031078131900201,synthetic,16.0,0.0
Uttar Pradesh,Gorakhpur,2012,Kharif,Bajra,38397.39073744832,95542.89645454902,2.039586753537483,29.383203767921785,32.17382553951031,12.043930481300134,1.933361175024452,8.568257198683966,33488.67035813612,17.341345380000483,20.827518496154116,0.18237205837609485,0.3733327037398674,synthetic,32.0,0.0
Uttar Pradesh,Pilibhit,1999,Kharif,Bajra,1.0,0.1,0.4462485687903955,25.753791046730306,22.809847258036644,15.674583496085681,0.05521584210632283,2.1556645681230835,19670.887251496824,28.5781764516012,28.638457956034696,0.017494800526745954,0.27663708503500606,synthetic,58.0,0.0
Uttar Pradesh,Lalitpur,1999,Kharif,Bajra,1.0,0.1,0.9450998256038359,26.88551489710953,36.35598836238696,13.447575628001783,0.41318687627311396,9.336331924384261,35286.785980493594,28.571830994319132,25.72851210405022,0.19612174674024344,0.1761420546982661,synthetic,47.0,0.0
Uttar Pradesh,Maharajganj,2005,Kharif,Bajra,12948.665199484114,0.1,1.0923891697657024,24.78763644947443,30.72195366630244,23.957274109048562,1.2852371739930155,10.25458381319671,49785.23087829396,37.827331108810874,8.920420727940447,0.04166485894174699,0.1896699795588115,synthetic,49.0,0.0
Uttar Pradesh,Kushi Nagar,2007,Kharif,Bajra,18648.463084433082,29496.957354758455,2.5559610849603334,4.342145642763617,27.55694437773397,22.75378490665337,0.9361614236001292,6.8725449014734945,38569.38205310067,10.280987751997444,28.952429348571364,0.10246355790344491,0.17823795492844055,synthetic,46.0,0.0
Uttar Pradesh,Farrukhabad,2011,Kharif,Bajra,4224.0,5104.0,1.2083333333333333,26.59247756458776,48.0,22.07623969773902,0.38583215949790695,1.7655208114354342,22924.477147058937,12.451990282003356,17.260829694747734,0.22043169178577787,0.42695416805545056,real,,
Uttar Pradesh,Ghazipur,2002,Kharif,Bajra,1.0,24244.633211343204,2.16974873587291,39.28935949605216,31.6390647289161,16.056457342254824,0.6272335088047449,6.482044320597204,46600.59368275587,24.769630762269433,20.64200779048333,0.12117677816992631,0.16943012016423245,synthetic,30.0,0.0
Uttar Pradesh,Sitapur,2006,Kharif,Bajra,2154.0,1634.0,0.7585886722376973,4.042039167282045,38.97386773612998,14.294088627393899,0.67223537284289,6.156936917086581,27621.929625740602,36.45102173110242,27.182215133992795,0.16295218561718722,0.29326241468239705,real,,
Uttar Pradesh,Balrampur,2008,Kharif,Bajra,118.0,215.0,1.8220338983050848,28.771324451091232,30.24967439780733,16.616852248918494,0.5165928261265184,1.1258949013407418,47303.21814857169,21.959398920026004,24.189731843461487,0.12343491254844095,0.18096753327864873,real,,
Uttar Pradesh,Bareilly,2012,Kharif,Bajra,8369.0,12013.0,1.4354164177321065,23.735936811368084,27.495151173777767,19.183753593787237,0.5615920382113118,7.553345810548217,33362.778892475624,23.13461597346963,19.16088100526063,0.030034045191009287,0.1771168302285111,real,,
Uttar Pradesh,Saharanpur,2010,Kharif,Bajra,1734.8541411441533,0.1,0.6656490326643464,40.02310905960052,20.59536577727316,18.120917507553735,1.6034792589501692,3.2034357634096233,12765.631667800364,25.34073788393993,30.79901673947953,0.24944130822655566,0.15963132649534184,synthetic,62.0,0.0
Uttar Pradesh,Agra,2007,Kharif,Bajra,90360.0,113188.0,1.2526339088092076,29.9133336003474,43.689331530459846,13.42028337492851,0.20833459105668894,9.023794969505765,26910.399854020925,15.788691252285146,32.25358178582525,0.022954859401033038,0.09149505333527407,real,,
Uttar Pradesh,Jaunpur,1998,Kharif,Bajra,847.1944322549732,14173.716394960364,0.6573720423236408,21.444512841312427,30.74141623242074,17.352931197610577,2.0716650550604374,5.520108934778651,24548.381187632942,30.854541074948216,18.13108768824742,0.047660474014308965,0.23879813844106937,synthetic,38.0,0.0
Uttar Pradesh,Ghaziabad,2004,Kharif,Bajra,1.0,44.5398825543479,1.5415538767962345,18.930393565204977,39.16941417982443,20.647553195861384,0.14931501811047884,5.446268720961865,31668.53661210147,26.663158271041844,22.098078404326465,0.08391203272248096,0.14844677277241675,synthetic,29.0,0.0
Uttar Pradesh,Auraiya,2011,Kharif,Bajra,149310.87020082813,291601.28849722765,1.7448808287245152,32.556909395034715,35.64749915030346,17.311560026752414,0.5382348607862572,9.439315053047338,36852.991007294004,35.740661119978455,26.98034942335878,0.14213540205316028,0.31409075540604114,synthetic,6.0,0.0
Uttar Pradesh,Fatehpur,2005,Kharif,Bajra,65947.46066861706,122044.18790945831,2.1650467013492176,22.939332547916248,16.988817968950602,14.547894895975507,1.4335576797808274,5.9171051094983325,17676.89586508375,21.22011996359783,28.040654324984295,0.13965831863149017,0.39232613009890144,synthetic,26.0,0.0
Uttar Pradesh,Firozabad,1997,Kharif,Bajra,18435.488249797192,0.1,1.2000367814633384,14.073956533528648,41.5603658399853,15.65530764721866,1.290175350342716,7.500733640789598,27006.965352678577,30.84825248645622,33.35352350363832,0.1881801417345418,0.20200225794603288,synthetic,27.0,0.0
Uttar Pradesh,Firozabad,2009,Kharif,Bajra,54087.0,111847.0,2.067909109397822,28.581668480138518,33.56267239890412,11.362238925530194,0.3891301868618629,4.7743958744509944,29692.134975865847,19.0914008444891,28.519139698395293,0.12963654790063728,0.24055030386893844,real,,
Uttar Pradesh,Chitrakoot,2009,Kharif,Bajra,4668.077658536103,24305.503652332405,2.9061328677564213,20.384370198297287,40.025935510699085,9.274411370891336,1.0147787689711065,2.192397560893537,34005.89353284155,41.96218882938759,23.594684994949173,0.09859996644969017,0.17628949164362995,synthetic,20.0,0.0
Uttar Pradesh,Kanpur Dehat,2013,Kharif,Bajra,1.0,5146.585993611789,1.797553638851496,38.91512889295073,34.66974716758359,17.96041258380782,1.4958909316328024,5.626817308723958,26185.180936797497,35.4856203105671,26.60488923348174,0.3266188443474268,0.11537387546744271,synthetic,41.0,0.0
Uttar Pradesh,Hapur,2009,Kharif,Bajra,18463.155290816198,23326.977332942795,1.0906890573868422,28.605017317333775,33.68527135726394,12.803633072924871,0.7316945028763102,4.864464129176777,45256.35123952761,17.41908049797712,26.854679352772337,0.17206573516729276,0.29718020929132766,synthetic,34.0,0.0
Uttar Pradesh,Pilibhit,2005,Kharif,Bajra,39559.58922771842,28520.019826914584,1.287068150644165,19.981986963845895,28.81620599183608,15.5193336655691,0.6069960231020579,8.694751870832437,15805.411761212721,25.114000958587134,28.892229691595485,0.1499273707921609,0.18947555013098277,synthetic,58.0,0.0
Uttar Pradesh,Shravasti,2008,Kharif,Bajra,5674.293755183078,5531.004590137488,1.6385556213952446,12.040755404575146,27.744688768494523,20.764117199141758,1.4535417569427282,6.933791515452937,14162.161390702944,19.912737478353648,17.264128144551464,0.07344567895600419,0.16426919123101022,synthetic,67.0,0.0
Uttar Pradesh,Shahjahanpur,2001,Kharif,Bajra,3553.0,1172.0,0.32986208837602027,24.14375712036354,37.27339134773173,14.519680551779743,1.1838989992721722,8.685792707572778,37318.98069234381,11.493513728128013,36.32708933642856,0.11774201142928699,0.20663026489289785,real,,
Uttar Pradesh,Kasganj,2014,Kharif,Bajra,13040.681145610435,7626.384227420296,1.735242617245476,21.103453044605054,37.01379858052636,17.10563755964077,0.6905670230881181,2.560731138736679,26364.36007566375,36.7847750032902,22.448121256363617,0.04570147805568251,0.14816727852535075,synthetic,43.0,0.0
Uttar Pradesh,Rae Bareli,2002,Kharif,Bajra,39687.86677758471,58998.51949423621,2.1546962218020074,32.8337084874184,44.35561708015201,21.32593329460387,0.7844370396861304,9.594757121145857,20119.38473674743,14.39738664189948,23.956451302093363,0.14020399305598508,0.3361128231870679,synthetic,60.0,0.0
Uttar Pradesh,Unnao,2007,Kharif,Bajra,411.0,1232.0,2.997566909975669,44.64240111928716,25.936776062498495,12.976425413701797,1.0958747229903072,2.844899553505827,21394.34596186113,23.332036123286066,16.502610528455968,0.37136718383235956,0.2040414215881652,real,,
Uttar Pradesh,Saharanpur,2007,Kharif,Bajra,28.0,44.0,1.5714285714285714,23.126773002213312,36.88756319529513,6.6383119982772865,1.1880872667961586,2.5852803328122933,33653.942419251405,20.3782241623268,22.29775962981161,0.08480131344884952,0.1773647324085492,real,,
Uttar Pradesh,Firozabad,2002,Kharif,Bajra,1.0,15387.560962893229,1.9291888758382114,28.181301314529023,31.18294764506709,22.178289964328492,2.504461263110573,3.49648430964739,41167.77365275038,31.765774207458474,16.043094624403167,0.3258077160747287,0.19939801902824397,synthetic,27.0,0.0
Uttar Pradesh,Etah,2013,Kharif,Bajra,42922.0,127993.0,2.981990587577466,33.25972208440918,34.618395988933,17.927466312923674,0.5730124837943834,7.957141488052973,36666.278834568904,39.317907436606916,24.49106600717723,0.12512533440946005,0.326130390138612,real,,
Uttar Pradesh,Agra,2000,Kharif,Bajra,101143.94885037889,148496.113408038,1.865414745639347,23.997604955374694,16.303845942193206,23.208001334586182,0.8518843112720994,9.515338714285052,24360.505232840384,22.10856054388933,31.15594163689939,0.11459005236356304,0.3568816596235555,synthetic,0.0,0.0
Uttar Pradesh,Sant Kabeer Nagar,2009,Kharif,Bajra,11835.266107150455,0.1,2.3241346620956302,31.128770562788564,46.83211360191253,19.861821756509528,0.7178538324244434,9.247255872279117,17770.629690506397,29.184392843572493,28.93060828437761,0.12155615014401187,0.05607310399320712,synthetic,64.0,0.0
Uttar Pradesh,Etah,2008,Kharif,Bajra,4947.850410110811,38985.925123293324,1.8866335801853853,16.304833054920053,41.62436543129975,2.382784933072315,0.571826390068632,4.952318275849138,22616.138469740206,26.02060581553593,32.3237713099349,0.12421035350053962,0.11341555675122156,synthetic,22.0,0.0
Uttar Pradesh,Bareilly,2006,Kharif,Bajra,1.0,28308.278494587335,0.9244023536629096,36.38199088539492,37.422260894271474,15.931670449147768,1.5716498292838514,5.415711717158314,35592.139122814006,16.301870130836253,32.17037849441628,0.2967960383732065,0.19562096477957067,synthetic,14.0,0.0
Uttar Pradesh,Barabanki,2003,Kharif,Bajra,1.0,13803.416150034496,1.1698031453793325,30.676041937867172,24.163093189363046,16.757665709337335,0.5089036114373706,1.7234983231703502,37012.73264428509,26.234425604872133,16.524505531949423,0.11209368555624033,0.26378893035859646,synthetic,13.0,0.0
Uttar Pradesh,Shahjahanpur,2012,Kharif,Bajra,6702.821314675065,0.1,1.594595602851377,21.058416274177876,28.878023989272744,22.752915965587864,0.34010432875334606,4.370601556935517,45032.13531299055,21.466648489973565,24.854889296390695,0.19720476365591216,0.28389601876060383,synthetic,66.0,0.0
Uttar Pradesh,Agra,1999,Kharif,Bajra,92959.66627844526,89374.73936689402,1.9949545632372836,30.368755800734707,47.43821696723544,13.117295074912619,0.5045905218876461,4.884647533332159,32320.55709784842,41.16449911750062,17.677935091268612,0.1112252407298715,0.05549055233507502,synthetic,0.0,0.0
Uttar Pradesh,Sitapur,1999,Kharif,Bajra,3549.0,3862.0,1.0881938574246266,30.978348840986094,30.77528170313214,15.69617236828589,0.8126694789640797,1.581667356187153,32573.731064173495,35.174241389694245,34.09988745556518,0.034898967766429465,0.17894230063759053,real,,
Uttar Pradesh,Hamirpur,2005,Kharif,Bajra,15670.082485579245,52.173526208325534,1.5708010693124077,34.05791856589098,39.79241553756212,13.900441230039043,0.8634281615237333,3.1816736697431,26987.767718200987,23.800579219415,17.168999004404327,0.09059740706459718,0.2633288996489621,synthetic,33.0,0.0
Uttar Pradesh,Auraiya,2003,Kharif,Bajra,7923.8279428332935,0.1,1.3519889607172073,31.869603386077387,28.09009777611535,26.12453257530894,1.1841150630077966,3.106337179232995,30396.18443808022,25.50916061517857,23.881447964949853,0.013225253344377817,0.36067400385200854,synthetic,6.0,0.0
Uttar Pradesh,Muzaffarnagar,2008,Kharif,Bajra,1.0,38957.349474357914,0.9300515308291403,29.500544801537853,32.40447537110083,18.003713581305842,0.08643410813197966,0.1034196731359951,12538.833850550092,24.725077812896004,27.10803776357368,0.09293075018713381,0.3118797162793992,synthetic,57.0,0.0
Uttar Pradesh,Mahoba,1998,Kharif,Bajra,2.0,1.0,0.5,20.014875788601884,27.47640883109338,14.710387230449538,0.6929005035079129,4.8121461287954785,25786.431922295582,17.537987947654948,19.891127341566623,0.02416401863164646,0.26273322185431697,real,,
Uttar Pradesh,Rae Bareli,2009,Kharif,Bajra,1.0,25959.548536680595,0.6573958618465031,33.172984860481435,30.90686976285786,18.93217269508204,0.8109035789070586,4.902667714830149,38700.303145072554,40.582653100905034,22.72656702703651,0.09257957801604644,0.2818479663700724,synthetic,60.0,0.0
Uttar Pradesh,Amroha,2010,Kharif,Bajra,1.0,0.1,1.7790197565281618,42.471178625268315,35.11656268195499,12.651524044448223,0.6897893055576817,6.428180208926825,30426.937225710724,20.88800357010493,17.5360661429341,0.10922463147852889,0.2045681523901787,synthetic,5.0,0.0
Uttar Pradesh,Kheri,1998,Kharif,Bajra,1.0,0.1,1.36356457769573,23.000383957150884,32.5929393991682,15.155918372212023,0.28481571579522996,2.78695864822764,41508.20040344037,28.887182961576396,33.14961561334965,0.07654484725907473,0.0024089631321605734,synthetic,45.0,0.0
Uttar Pradesh,Kannauj,1999,Kharif,Bajra,4485.0,5443.0,1.2136008918617613,17.11419162931565,33.68527225641998,17.596930259703868,1.019529093105505,5.021115488081022,42058.18420716043,32.632583360028974,29.537865390842583,0.32285533474344474,0.3078538385221567,real,,
Uttar Pradesh,Bijnor,2013,Kharif,Bajra,8879.884943468312,13710.755707165052,0.4033453541470275,31.474181209292407,28.76997859617583,17.4773393222044,1.4097898208669906,3.1358320424584223,25897.417756887367,24.00949223666063,26.245711487456685,0.20142704880904047,0.13729932164603015,synthetic,16.0,0.0
Uttar Pradesh,Auraiya,2013,Kharif,Bajra,8690.140756989094,3394.8539537608935,0.18962675025903883,33.570290980425774,23.657195980337367,23.170766734626138,0.21785018819787755,7.415462199828953,28801.012830994525,30.74376139618707,14.54760088244988,0.08367729465211936,0.1877688657855335,synthetic,6.0,0.0
Uttar Pradesh,Sant Ravidas Nagar,1999,Kharif,Bajra,1.0,1802.8214793299476,1.935194782212994,24.411680638542652,44.21789032681909,25.9643106653478,0.20065658210721357,11.426566263909423,10306.02633415363,21.152004616128703,22.078924706801377,0.2536054655985134,0.30716669868467905,synthetic,65.0,0.0
Uttar Pradesh,Barabanki,2012,Kharif,Bajra,21291.87584966659,30157.371254125632,2.3440034394522553,23.0712339207702,10.503858583496903,20.49843057541358,2.4462936385896623,7.542621410882791,21491.714337726255,18.93921438758026,27.935921352360932,0.21343666362804511,0.3486093584113841,synthetic,13.0,0.0
Uttar Pradesh,Fatehpur,2009,Kharif,Bajra,891.1819959959782,42465.25211784451,1.6430922371762546,11.118298763477116,44.51588672328099,29.193748122922305,0.6785645862194313,11.049225156565623,41340.737571343314,7.581223962791088,21.72005437487732,0.07823233685929071,0.14254780304239456,synthetic,26.0,0.0
Uttar Pradesh,Hamirpur,2007,Kharif,Bajra,1.0,0.1,2.2004239637533636,20.8015531901539,28.18908806610485,17.233759525422414,2.119748191796283,2.809143764739759,21060.93686371684,20.55810833472986,29.250835606591625,0.3419899144679174,0.22523407683490027,synthetic,33.0,0.0
Uttar Pradesh,Chitrakoot,2009,Kharif,Bajra,4171.685022174772,28985.427959966924,1.4879642872748626,22.583450895351152,48.0,22.56804833996159,1.0020832054146296,10.06094529977656,19548.95582113386,29.670777297477667,26.984843683077838,0.24650258612409562,0.15822055065973958,synthetic,20.0,0.0
Uttar Pradesh,Sant Kabeer Nagar,2005,Kharif,Bajra,13081.554515028818,14765.846626624374,0.9828824799342493,11.390519603283355,21.678781208320732,21.583147557974083,0.30025155794464725,1.4225064290203417,21299.83053869107,18.240095384617206,25.067951035301622,0.07371268275614959,0.3086890434780626,synthetic,64.0,0.0
Uttar Pradesh,Fatehpur,2006,Kharif,Bajra,4631.0,5399.0,1.1658389116821422,24.34279057285945,27.830370941695556,12.306500875050975,0.8554787876839558,3.3927388191761954,23598.45543165388,28.872682937508245,21.063514593033478,0.21971967283925412,0.1417837421635315,real,,
Uttar Pradesh,Ghazipur,2008,Kharif,Bajra,1767.0306616060575,11899.093950597673,0.9937307253555545,25.66992453710757,37.255400847726456,29.107168697846724,1.284091365346726,3.61834495167995,29060.402583669194,25.624730339229345,25.863470980373798,0.19137286494501596,0.20670828674326527,synthetic,30.0,0.0
